electricity_usage_kwh,vehicle_type,vehicle_km,flights_short_haul,flights_long_haul,diet_type,waste_kg_weekly,household_size,grocery_spend_monthly,heating_source,internet_usage_hours,total_footprint_tco2e
298.8,petrol,609.8,2,0,non-vegetarian,14.3,5,274.79,none,5.6,5.23
248.3,electric,465.7,1,0,non-vegetarian,9.3,3,287.2,natural gas,11.2,4.63
259.4,electric,361.7,1,0,non-vegetarian,22.5,5,333.63,natural gas,2.2,3.98
352.2,diesel,1907.3,2,0,vegan,16.8,5,478.05,electricity,5.0,8.51
202.7,hybrid,699.4,2,2,non-vegetarian,11.6,5,433.84,natural gas,4.2,6.93
293.8,petrol,29.8,2,0,non-vegetarian,14.1,4,393.15,electricity,4.3,4.42
233.8,petrol,1397.5,0,1,non-vegetarian,23.0,5,154.7,electricity,8.3,7.57
232.6,hybrid,1044.4,1,0,non-vegetarian,10.3,4,296.48,electricity,7.9,5.21
337.9,hybrid,493.4,2,1,non-vegetarian,9.4,5,278.88,natural gas,1.6,5.25
316.0,diesel,426.8,3,0,vegetarian,9.2,4,384.05,natural gas,5.6,4.81
315.1,hybrid,1069.4,1,1,non-vegetarian,11.6,5,270.95,none,6.5,6.11
354.4,petrol,701.2,3,1,vegetarian,22.5,1,515.66,electricity,10.1,13.23
251.7,hybrid,29.6,2,1,non-vegetarian,12.2,3,396.74,natural gas,11.0,6.26
304.6,petrol,1514.9,0,0,non-vegetarian,12.9,5,388.58,electricity,7.3,7.68
225.2,petrol,626.4,2,2,non-vegetarian,16.0,1,153.38,none,6.5,8.86
275.9,petrol,1398.2,1,1,non-vegetarian,14.8,3,192.36,natural gas,7.4,8.67
239.6,petrol,1311.4,2,1,non-vegetarian,19.8,2,221.24,natural gas,3.0,9.06
257.8,petrol,399.6,2,0,non-vegetarian,19.1,5,301.26,electricity,4.3,4.9
297.6,petrol,1213.3,0,0,non-vegetarian,16.6,2,478.67,none,3.1,8.62
184.5,petrol,539.4,0,0,vegan,13.9,3,185.87,none,9.4,3.75
417.4,petrol,53.3,2,1,vegetarian,19.8,3,56.85,oil,4.9,4.31
169.5,diesel,630.2,2,1,non-vegetarian,11.1,5,515.03,natural gas,5.3,6.9
152.9,petrol,959.1,2,1,vegan,10.7,1,230.86,natural gas,6.5,9.24
342.6,petrol,614.9,2,2,non-vegetarian,13.0,5,290.49,natural gas,7.4,7.36
313.3,electric,677.2,4,0,non-vegetarian,20.8,1,451.14,electricity,11.5,11.34
299.9,hybrid,1257.4,1,1,pescatarian,10.8,5,475.68,natural gas,6.3,6.39
300.3,electric,842.6,1,1,non-vegetarian,12.0,1,163.09,natural gas,5.6,8.47
249.0,petrol,462.7,1,1,non-vegetarian,15.9,4,340.26,electricity,9.6,6.28
178.2,electric,1080.8,3,0,non-vegetarian,14.7,1,508.99,natural gas,5.8,11.58
256.1,petrol,879.1,0,1,vegetarian,13.1,1,306.37,natural gas,3.1,10.36
195.8,petrol,0.0,2,1,non-vegetarian,17.3,3,466.06,natural gas,0.5,6.05
328.0,petrol,971.3,0,0,non-vegetarian,12.6,2,324.83,electricity,7.1,8.3
238.2,hybrid,956.7,1,0,non-vegetarian,20.3,5,465.23,electricity,5.6,5.73
184.0,petrol,808.0,2,1,non-vegetarian,16.2,3,499.71,electricity,10.8,8.21
224.3,petrol,1156.7,2,0,vegetarian,20.1,2,560.2,none,5.3,8.68
283.0,petrol,531.0,4,2,non-vegetarian,11.0,3,371.12,electricity,2.9,8.06
204.9,hybrid,934.6,2,0,non-vegetarian,14.3,3,241.22,natural gas,8.3,6.03
184.2,diesel,173.2,1,1,vegetarian,5.5,5,341.26,natural gas,6.3,4.13
269.5,petrol,962.8,3,2,vegetarian,21.7,4,349.88,oil,8.6,7.68
269.6,diesel,1581.2,2,0,vegetarian,26.5,3,301.69,natural gas,6.7,8.2
209.4,diesel,402.1,4,1,non-vegetarian,13.6,5,410.42,electricity,6.7,6.12
212.3,diesel,496.1,0,1,vegetarian,16.9,1,385.01,electricity,6.5,10.07
268.6,petrol,516.0,1,1,non-vegetarian,15.6,2,342.52,none,4.3,7.18
134.2,hybrid,852.0,4,0,non-vegetarian,8.5,5,630.14,natural gas,6.2,6.26
137.4,petrol,374.8,0,0,non-vegetarian,21.2,4,178.03,natural gas,6.2,4.56
192.5,diesel,968.5,1,0,non-vegetarian,13.6,5,355.07,electricity,11.0,6.62
232.9,petrol,1138.7,1,0,non-vegetarian,4.8,5,301.46,none,6.1,6.12
274.9,petrol,1013.7,3,0,vegan,11.4,1,50.0,none,5.2,6.14
368.0,petrol,92.6,1,0,non-vegetarian,8.0,2,205.64,natural gas,9.2,5.63
318.6,diesel,1198.1,1,1,vegan,15.6,2,87.93,natural gas,3.3,7.46
237.2,petrol,1174.9,2,1,non-vegetarian,15.6,4,425.36,natural gas,7.6,8.39
248.5,electric,1132.1,3,0,non-vegetarian,20.9,2,111.42,natural gas,2.5,5.7
169.8,petrol,949.1,0,0,non-vegetarian,24.1,1,93.72,electricity,0.6,7.37
248.5,diesel,888.1,1,1,non-vegetarian,24.6,4,269.23,natural gas,9.4,7.15
226.9,hybrid,1213.0,3,0,vegetarian,9.9,1,247.9,natural gas,4.9,8.95
275.8,diesel,1569.4,0,0,non-vegetarian,18.1,1,240.33,natural gas,0.5,11.96
183.8,electric,418.8,1,0,non-vegetarian,19.0,5,136.72,natural gas,3.6,3.46
291.5,diesel,1231.3,1,0,vegetarian,12.4,5,434.35,natural gas,5.4,6.8
372.6,petrol,765.5,0,0,non-vegetarian,16.4,5,273.87,electricity,13.1,5.79
241.3,hybrid,748.1,1,0,vegetarian,17.0,3,445.87,electricity,0.5,4.92
282.1,petrol,185.4,2,1,non-vegetarian,12.6,1,152.34,natural gas,8.6,8.52
305.2,diesel,686.1,3,0,non-vegetarian,21.4,2,204.11,natural gas,4.4,7.39
217.9,electric,401.1,2,0,vegetarian,16.2,4,168.95,natural gas,5.9,2.84
267.9,petrol,614.5,3,0,non-vegetarian,14.1,3,296.19,electricity,3.8,6.38
251.0,petrol,360.7,0,0,non-vegetarian,8.9,5,198.52,natural gas,9.0,4.53
257.8,diesel,620.4,2,1,non-vegetarian,20.8,3,461.71,natural gas,6.8,7.97
188.2,hybrid,637.6,3,0,non-vegetarian,15.4,3,50.0,electricity,3.3,4.61
252.0,none,0.0,0,0,non-vegetarian,15.4,1,553.35,oil,8.7,12.07
289.8,diesel,154.1,3,0,non-vegetarian,10.8,1,254.74,natural gas,10.3,9.45
366.1,diesel,221.8,2,0,vegetarian,19.5,2,183.83,natural gas,9.4,5.27
326.7,none,0.0,2,2,non-vegetarian,9.3,4,576.34,natural gas,13.2,6.96
422.3,petrol,481.0,5,1,non-vegetarian,4.0,4,284.93,electricity,9.3,6.69
188.6,petrol,1229.8,2,0,non-vegetarian,11.5,5,255.4,electricity,6.4,6.65
319.8,electric,890.1,1,0,vegan,16.7,2,207.41,natural gas,4.2,4.35
264.7,hybrid,1042.7,2,0,non-vegetarian,16.7,4,260.36,natural gas,8.8,5.87
425.2,hybrid,1364.3,6,2,non-vegetarian,15.7,3,372.98,natural gas,4.0,9.43
185.3,petrol,676.1,1,0,non-vegetarian,14.1,3,377.73,none,9.7,5.94
182.8,petrol,570.2,2,1,non-vegetarian,15.8,4,121.42,natural gas,5.4,5.79
202.0,petrol,1148.7,0,0,non-vegetarian,29.3,3,124.53,electricity,7.1,6.32
80.1,petrol,1003.8,5,0,non-vegetarian,16.2,3,454.2,none,2.5,7.64
207.9,petrol,725.1,3,1,non-vegetarian,12.9,5,220.83,natural gas,5.2,6.75
189.3,electric,1356.6,5,1,non-vegetarian,14.5,3,291.3,natural gas,3.1,6.65
262.0,petrol,715.1,2,0,non-vegetarian,14.0,4,318.23,natural gas,11.1,6.27
277.3,hybrid,813.1,0,2,vegetarian,15.3,1,520.14,none,5.1,11.72
400.1,petrol,808.5,0,0,non-vegetarian,10.4,3,498.47,natural gas,5.8,7.58
326.0,diesel,426.2,1,3,pescatarian,19.0,4,351.26,natural gas,2.8,7.17
203.8,petrol,831.0,1,1,non-vegetarian,16.5,3,198.76,natural gas,1.4,6.86
178.1,petrol,1358.7,3,1,non-vegetarian,11.1,2,647.18,natural gas,3.4,11.98
289.4,petrol,978.0,1,1,non-vegetarian,20.1,5,405.12,oil,3.4,7.45
144.4,none,0.0,2,1,non-vegetarian,5.5,1,505.06,electricity,3.4,11.03
396.5,hybrid,735.3,3,0,non-vegetarian,25.8,3,264.24,natural gas,3.3,6.18
344.4,diesel,932.3,1,1,non-vegetarian,24.4,4,126.56,none,8.2,7.18
212.5,petrol,1099.9,1,0,non-vegetarian,23.6,1,376.34,electricity,4.6,11.67
112.9,none,0.0,4,1,vegetarian,12.5,3,302.51,none,7.7,4.43
358.3,petrol,667.3,2,1,non-vegetarian,16.2,2,547.78,electricity,4.6,9.82
240.8,petrol,929.9,2,1,non-vegetarian,11.9,4,284.8,electricity,6.7,7.05
349.0,diesel,992.0,2,2,non-vegetarian,17.2,5,233.1,electricity,8.0,8.35
122.4,none,0.0,3,1,vegetarian,15.1,3,492.51,natural gas,3.8,5.25
202.0,petrol,867.3,1,0,vegan,12.7,4,237.24,natural gas,9.7,5.0
250.4,petrol,0.0,0,0,non-vegetarian,12.6,3,258.67,electricity,6.2,4.24
253.8,none,0.0,0,1,non-vegetarian,15.4,5,68.33,natural gas,2.4,3.78
214.0,petrol,1064.1,4,0,non-vegetarian,29.7,2,469.14,electricity,4.1,9.33
299.8,petrol,1099.0,2,0,vegetarian,21.5,5,273.36,none,4.9,5.64
164.6,diesel,642.0,2,0,vegan,15.4,5,123.35,electricity,4.6,4.31
238.6,hybrid,923.6,1,1,vegan,14.1,5,473.8,oil,0.5,5.12
259.6,diesel,1369.6,2,0,vegetarian,18.1,1,260.06,natural gas,2.6,10.97
291.2,none,0.0,1,1,non-vegetarian,11.9,4,572.71,oil,8.0,5.83
306.9,diesel,788.3,1,1,non-vegetarian,13.9,3,491.51,none,5.3,8.01
160.0,petrol,855.7,1,2,non-vegetarian,5.2,2,118.94,oil,6.8,8.33
127.3,none,0.0,1,0,vegetarian,15.5,3,408.39,electricity,6.7,3.72
352.2,petrol,199.7,0,0,vegetarian,15.6,1,457.66,none,5.3,8.98
276.6,petrol,670.8,1,0,vegetarian,12.3,2,50.0,none,3.7,4.22
190.1,diesel,1334.2,1,0,non-vegetarian,17.3,1,261.2,oil,4.2,12.1
374.1,petrol,1190.1,2,0,non-vegetarian,15.6,3,219.44,electricity,6.5,7.4
259.3,petrol,947.7,1,0,non-vegetarian,12.3,2,463.06,oil,2.7,9.19
344.3,petrol,197.7,3,0,non-vegetarian,19.1,3,164.71,natural gas,7.2,5.05
255.4,petrol,780.0,2,0,non-vegetarian,14.1,4,339.73,natural gas,10.2,6.98
414.9,hybrid,564.0,3,0,non-vegetarian,9.8,1,590.22,natural gas,0.5,13.96
390.4,diesel,932.4,2,0,non-vegetarian,6.2,4,50.0,natural gas,7.6,6.12
230.1,none,0.0,4,1,non-vegetarian,22.2,4,314.33,electricity,5.4,5.45
327.7,petrol,389.7,0,2,non-vegetarian,15.6,3,319.38,electricity,7.5,7.26
301.6,petrol,0.0,3,1,pescatarian,15.4,3,50.0,oil,4.3,4.36
359.5,petrol,1288.7,4,0,non-vegetarian,14.8,5,50.0,electricity,10.1,7.17
172.8,petrol,640.1,2,1,non-vegetarian,21.1,5,430.06,electricity,5.4,6.58
304.9,petrol,862.9,5,0,non-vegetarian,15.7,2,291.53,electricity,6.5,8.09
334.7,electric,799.1,2,0,pescatarian,22.7,3,329.34,electricity,7.2,4.63
109.3,none,0.0,1,0,non-vegetarian,15.7,1,278.12,natural gas,6.4,7.69
155.3,none,0.0,2,1,non-vegetarian,2.0,3,486.73,none,6.5,5.93
86.9,petrol,397.9,3,0,vegetarian,21.3,3,660.49,electricity,6.8,5.89
228.4,hybrid,510.7,0,0,non-vegetarian,16.6,4,467.18,electricity,4.5,4.92
307.4,petrol,946.6,1,1,non-vegetarian,12.5,4,50.0,oil,5.1,7.08
370.2,petrol,481.7,1,0,vegan,13.7,5,294.57,natural gas,9.1,3.92
255.9,hybrid,1498.6,1,1,non-vegetarian,13.5,2,511.98,natural gas,1.4,9.68
380.3,diesel,1210.9,2,1,non-vegetarian,8.8,2,235.65,natural gas,3.6,9.38
139.6,petrol,1123.3,4,1,non-vegetarian,19.4,3,513.08,oil,0.9,9.21
113.7,petrol,752.1,4,0,non-vegetarian,12.8,1,249.45,electricity,0.9,8.98
245.6,petrol,1405.7,3,0,non-vegetarian,10.7,4,112.16,natural gas,3.0,7.17
280.7,electric,712.8,2,0,non-vegetarian,36.5,1,408.14,natural gas,5.3,10.7
247.4,diesel,787.5,6,0,non-vegetarian,9.2,4,368.66,electricity,7.6,7.29
84.6,none,0.0,4,0,non-vegetarian,14.6,3,209.82,none,7.1,3.93
242.9,petrol,1080.7,0,0,vegetarian,3.5,2,495.12,natural gas,7.8,8.5
145.6,petrol,1054.8,1,1,non-vegetarian,21.3,3,50.0,electricity,4.1,6.84
303.6,diesel,609.9,1,4,vegetarian,13.6,4,457.8,oil,11.8,8.77
279.3,diesel,586.8,2,1,non-vegetarian,19.1,2,218.02,electricity,5.9,7.9
174.8,petrol,1056.0,1,0,non-vegetarian,10.3,1,563.81,natural gas,10.1,13.93
208.9,electric,1086.1,0,1,non-vegetarian,6.9,1,422.64,electricity,4.8,10.65
165.3,hybrid,642.7,0,0,non-vegetarian,11.3,5,248.17,electricity,3.9,4.15
245.0,none,0.0,1,1,vegan,21.7,1,155.08,oil,6.8,6.95
326.4,hybrid,717.1,1,1,vegetarian,17.9,5,57.01,none,2.2,3.7
171.1,hybrid,1049.4,0,1,non-vegetarian,6.9,2,288.35,natural gas,2.1,7.36
290.3,diesel,1522.2,1,1,vegetarian,2.9,3,308.35,natural gas,9.7,8.96
207.6,hybrid,320.8,2,1,vegetarian,13.4,3,457.92,none,6.3,5.21
186.6,petrol,629.4,2,0,non-vegetarian,20.5,2,191.77,electricity,5.1,6.79
241.4,petrol,644.2,2,0,non-vegetarian,11.2,2,354.66,electricity,10.0,7.8
167.2,petrol,1342.3,0,0,non-vegetarian,20.4,4,246.55,oil,3.8,7.27
205.7,diesel,786.0,2,1,vegetarian,15.6,1,524.78,electricity,13.9,12.97
154.2,petrol,437.1,2,0,non-vegetarian,23.8,1,280.76,electricity,5.5,8.73
407.2,none,0.0,2,0,non-vegetarian,11.6,1,190.32,natural gas,3.7,8.11
252.8,petrol,638.1,1,1,vegan,14.7,5,120.05,electricity,9.0,4.32
194.0,petrol,310.2,2,0,non-vegetarian,11.7,1,232.09,electricity,3.9,8.32
267.1,diesel,442.9,3,1,pescatarian,19.9,4,264.97,oil,6.2,6.04
241.0,petrol,1493.6,1,2,non-vegetarian,18.0,3,270.28,natural gas,12.1,9.88
232.3,petrol,953.7,2,2,non-vegetarian,6.5,3,363.88,natural gas,5.0,8.95
299.1,petrol,843.1,0,0,non-vegetarian,18.5,5,250.12,natural gas,6.0,5.69
310.6,diesel,700.0,3,1,non-vegetarian,7.6,4,175.24,natural gas,6.6,6.75
207.6,petrol,916.9,1,1,non-vegetarian,10.4,2,236.94,electricity,9.6,8.2
203.9,electric,912.1,4,0,non-vegetarian,18.7,3,267.22,natural gas,5.3,5.46
228.0,electric,916.9,2,0,non-vegetarian,8.7,4,215.03,natural gas,10.8,4.64
65.8,petrol,845.9,2,0,non-vegetarian,13.1,2,58.44,natural gas,5.3,5.76
128.8,petrol,1147.5,1,1,non-vegetarian,18.8,5,72.07,electricity,8.4,6.85
359.3,petrol,809.2,1,1,vegetarian,17.1,1,50.0,none,4.3,6.68
381.6,electric,408.8,2,2,non-vegetarian,16.8,4,325.43,electricity,6.6,6.19
230.1,petrol,555.0,3,1,non-vegetarian,19.0,3,367.68,natural gas,7.7,7.58
296.1,petrol,8.4,1,0,non-vegetarian,21.5,5,173.9,electricity,6.0,3.59
274.9,electric,1610.7,3,0,non-vegetarian,8.8,4,372.79,natural gas,3.4,5.33
496.3,diesel,1145.1,2,0,non-vegetarian,16.7,5,242.33,oil,4.9,7.59
339.6,petrol,468.0,2,0,non-vegetarian,19.8,2,277.99,natural gas,8.9,6.9
239.8,petrol,687.3,1,0,non-vegetarian,18.8,4,104.34,natural gas,4.7,5.11
173.6,none,0.0,2,1,vegetarian,14.2,1,487.02,natural gas,12.3,10.69
121.5,hybrid,1417.0,1,0,vegetarian,13.9,2,539.25,electricity,6.4,7.47
266.3,electric,232.0,2,1,non-vegetarian,19.1,1,348.52,natural gas,6.4,10.42
189.5,diesel,845.8,3,1,vegetarian,16.1,5,186.04,natural gas,6.9,6.24
136.2,diesel,756.6,2,0,vegetarian,20.5,1,314.24,natural gas,6.4,9.77
198.3,none,0.0,1,0,vegetarian,15.5,2,183.68,electricity,11.1,3.92
163.5,none,0.0,1,1,non-vegetarian,13.1,2,99.21,natural gas,5.0,5.17
385.0,petrol,96.7,0,0,non-vegetarian,6.2,2,405.52,natural gas,7.3,6.89
320.5,hybrid,699.6,0,2,vegan,13.8,5,150.58,natural gas,9.2,4.97
249.4,petrol,411.1,2,1,non-vegetarian,8.8,3,172.43,oil,11.0,6.46
368.4,petrol,831.8,1,0,non-vegetarian,5.9,5,50.0,natural gas,7.2,5.34
256.2,diesel,1373.7,2,0,non-vegetarian,10.7,2,459.52,electricity,2.1,10.14
181.1,petrol,104.2,2,0,non-vegetarian,18.5,5,526.14,natural gas,1.7,4.54
371.8,none,0.0,0,0,non-vegetarian,13.8,4,410.41,electricity,7.3,4.13
293.1,petrol,578.9,2,0,non-vegetarian,15.9,4,421.73,natural gas,7.5,6.28
167.0,diesel,647.3,2,0,vegetarian,18.4,3,99.13,none,6.4,4.35
234.8,none,0.0,1,0,non-vegetarian,14.8,5,260.82,natural gas,5.2,3.75
180.0,none,0.0,1,0,non-vegetarian,11.6,5,409.16,natural gas,5.8,3.99
139.4,petrol,966.3,1,2,non-vegetarian,12.8,4,153.86,electricity,5.8,7.47
324.1,petrol,549.7,3,1,non-vegetarian,18.9,2,238.85,electricity,5.6,7.72
402.8,diesel,892.0,1,0,non-vegetarian,14.9,1,54.87,natural gas,7.2,8.94
138.1,petrol,1111.1,2,0,non-vegetarian,2.3,2,254.63,natural gas,6.1,8.03
295.0,none,0.0,0,0,non-vegetarian,13.2,3,272.67,natural gas,3.9,4.41
197.9,none,0.0,0,2,non-vegetarian,17.7,1,375.36,natural gas,5.0,10.84
211.0,petrol,820.9,0,0,non-vegetarian,15.9,2,50.86,electricity,1.9,5.72
202.6,petrol,1218.2,3,0,pescatarian,9.9,5,50.0,oil,0.5,5.53
180.9,petrol,719.4,0,0,non-vegetarian,11.3,5,484.7,none,6.2,5.66
253.9,none,0.0,0,1,non-vegetarian,5.3,4,460.94,none,6.8,4.62
183.5,petrol,783.8,2,0,vegetarian,17.7,5,203.29,electricity,2.6,4.55
271.6,petrol,761.5,0,1,non-vegetarian,18.1,5,529.0,electricity,7.5,7.03
246.0,petrol,903.6,0,1,vegetarian,14.3,3,324.94,natural gas,6.9,6.73
230.9,diesel,1014.7,1,1,non-vegetarian,13.2,1,470.62,oil,4.0,14.91
177.4,petrol,300.2,1,0,non-vegetarian,9.6,2,256.43,natural gas,5.7,6.11
203.9,petrol,1373.5,0,1,vegetarian,16.7,2,346.81,natural gas,2.0,8.66
310.4,none,0.0,0,1,pescatarian,6.8,3,248.86,none,7.7,4.24
290.1,none,0.0,3,2,non-vegetarian,18.9,1,550.62,electricity,0.5,13.35
171.8,electric,762.3,1,0,non-vegetarian,17.9,5,275.55,natural gas,5.4,4.08
257.9,petrol,964.9,1,1,non-vegetarian,20.8,3,287.08,natural gas,9.8,7.67
310.1,petrol,1430.5,0,1,non-vegetarian,15.3,5,57.71,natural gas,5.9,7.5
116.4,diesel,56.7,3,1,vegetarian,12.4,2,281.77,natural gas,4.5,5.56
293.5,petrol,596.9,1,1,vegetarian,17.2,3,561.25,none,1.9,6.67
197.0,none,0.0,3,1,non-vegetarian,18.9,3,503.15,none,12.4,6.3
295.6,diesel,812.6,2,0,non-vegetarian,9.2,3,272.6,natural gas,2.0,6.91
188.9,petrol,908.7,2,3,non-vegetarian,14.7,2,286.22,natural gas,9.7,10.3
105.6,none,0.0,0,1,non-vegetarian,16.3,2,113.19,electricity,4.8,4.54
119.8,none,0.0,1,1,vegetarian,17.4,4,352.29,natural gas,6.5,4.11
253.8,petrol,1217.6,1,0,non-vegetarian,13.2,2,348.82,natural gas,5.6,8.97
270.8,diesel,1033.5,0,1,pescatarian,18.2,2,379.25,oil,2.3,9.18
177.7,petrol,625.9,5,1,vegetarian,10.2,5,61.53,natural gas,3.6,5.05
301.1,petrol,236.4,0,2,vegetarian,25.1,2,473.99,none,9.8,7.37
117.1,petrol,910.0,4,0,vegetarian,11.9,1,265.57,natural gas,0.5,9.37
244.7,diesel,203.2,0,1,vegetarian,17.0,5,484.33,natural gas,5.5,4.6
153.1,none,0.0,0,1,non-vegetarian,12.2,4,330.58,oil,11.2,4.88
197.9,diesel,735.2,0,1,non-vegetarian,15.5,1,514.39,natural gas,7.4,13.71
253.8,petrol,1278.1,0,0,pescatarian,9.6,4,397.37,electricity,7.4,6.56
181.2,diesel,607.9,1,1,non-vegetarian,20.4,3,174.28,natural gas,7.5,6.6
219.2,petrol,907.5,0,2,non-vegetarian,10.9,3,423.06,none,5.8,8.24
330.5,hybrid,883.7,1,0,pescatarian,15.4,3,452.61,electricity,4.7,5.95
203.8,petrol,782.0,1,1,non-vegetarian,14.7,2,331.53,natural gas,9.5,8.51
316.9,petrol,626.9,2,0,vegetarian,11.5,2,257.83,natural gas,2.5,6.13
159.6,petrol,957.0,0,0,vegetarian,2.3,5,438.57,natural gas,7.5,5.31
292.4,electric,429.5,3,0,non-vegetarian,20.3,1,473.02,natural gas,3.2,11.45
365.3,petrol,316.2,3,0,vegetarian,15.7,1,103.23,none,4.1,5.46
52.3,electric,1297.1,3,0,non-vegetarian,6.3,3,320.23,oil,9.5,5.66
186.2,petrol,1090.9,1,0,vegetarian,5.4,3,270.49,electricity,5.1,5.76
296.2,petrol,826.4,0,1,non-vegetarian,13.4,2,584.38,none,4.1,9.5
233.8,diesel,1466.1,1,0,non-vegetarian,14.6,4,192.79,electricity,11.0,7.84
279.7,none,0.0,2,1,vegetarian,13.9,1,383.29,natural gas,3.0,9.56
201.7,none,0.0,2,0,non-vegetarian,22.2,1,403.9,electricity,11.9,9.59
256.9,petrol,870.2,1,1,non-vegetarian,6.7,4,309.29,electricity,6.7,7.07
237.5,petrol,390.1,1,0,non-vegetarian,16.1,1,507.19,natural gas,9.5,12.1
343.4,petrol,1539.2,1,0,non-vegetarian,18.2,1,285.8,natural gas,3.7,12.59
270.4,diesel,1196.3,3,0,non-vegetarian,18.1,2,116.56,electricity,8.9,8.09
277.0,diesel,751.6,1,1,non-vegetarian,19.5,1,520.28,natural gas,8.7,14.79
217.0,none,0.0,1,2,pescatarian,15.6,3,233.01,electricity,4.3,5.07
211.0,none,0.0,1,0,vegetarian,16.2,3,314.19,natural gas,4.9,3.57
215.4,petrol,1131.7,2,0,vegan,13.4,5,276.59,natural gas,1.4,4.84
281.6,diesel,0.0,0,0,non-vegetarian,7.5,2,158.3,natural gas,2.8,4.61
216.3,hybrid,392.1,2,0,non-vegetarian,16.6,2,162.49,oil,8.4,6.1
273.2,hybrid,1191.7,4,1,vegan,13.0,3,68.89,natural gas,5.5,5.21
416.0,petrol,700.1,1,0,vegan,11.3,2,377.84,natural gas,1.9,6.66
319.7,petrol,883.0,2,0,pescatarian,16.9,2,407.96,natural gas,7.4,8.43
223.9,petrol,261.3,1,0,vegan,17.3,5,337.27,none,10.1,2.93
346.1,petrol,1539.1,0,0,non-vegetarian,11.5,4,391.44,natural gas,9.2,8.31
217.4,petrol,1276.2,5,1,vegetarian,16.3,1,280.34,natural gas,9.4,11.81
87.0,petrol,719.7,0,2,vegan,14.6,5,330.27,natural gas,0.5,5.32
169.4,diesel,638.1,0,0,non-vegetarian,15.9,4,295.79,natural gas,7.4,5.8
100.3,petrol,1211.8,2,0,non-vegetarian,21.3,1,289.22,electricity,0.5,9.99
221.9,petrol,1593.0,3,0,non-vegetarian,17.2,3,137.46,natural gas,2.3,8.12
251.5,petrol,1181.5,2,0,non-vegetarian,16.8,4,497.53,electricity,8.9,7.63
384.1,hybrid,1668.7,1,1,vegan,10.6,1,256.59,electricity,7.1,10.13
276.2,hybrid,431.1,0,2,non-vegetarian,11.3,5,230.51,natural gas,10.1,6.11
232.5,diesel,472.2,1,0,vegetarian,17.4,1,215.68,natural gas,5.5,7.84
316.4,petrol,324.4,2,1,non-vegetarian,7.1,2,242.25,natural gas,9.7,7.43
73.1,none,0.0,2,0,non-vegetarian,13.2,1,243.79,natural gas,6.9,7.57
268.8,petrol,870.2,1,2,non-vegetarian,11.2,3,329.42,natural gas,3.3,8.27
311.7,petrol,739.2,3,1,non-vegetarian,14.3,5,50.0,oil,8.9,6.04
131.7,petrol,1123.7,1,0,non-vegetarian,13.9,4,170.94,electricity,6.0,6.32
341.5,petrol,1292.9,1,0,pescatarian,15.7,1,523.09,natural gas,6.8,14.18
277.1,petrol,189.7,0,0,non-vegetarian,17.3,5,512.74,natural gas,9.3,4.89
216.8,none,0.0,3,0,non-vegetarian,19.8,3,260.88,electricity,13.0,5.11
300.6,diesel,1128.1,6,0,vegan,20.2,4,674.28,oil,5.0,7.76
431.7,petrol,612.9,4,1,non-vegetarian,13.8,1,405.13,oil,7.8,14.09
264.5,none,0.0,2,0,non-vegetarian,12.0,3,520.8,electricity,5.7,5.62
269.9,petrol,1207.4,1,0,vegan,11.1,2,313.7,electricity,4.0,7.14
213.3,petrol,284.2,0,0,non-vegetarian,13.4,5,262.44,natural gas,5.6,4.19
182.0,diesel,679.4,0,0,non-vegetarian,10.1,5,442.89,electricity,8.4,6.04
316.4,diesel,931.5,2,0,vegetarian,17.3,1,467.66,oil,8.3,12.97
181.5,petrol,570.5,4,0,non-vegetarian,20.1,3,259.21,natural gas,1.6,5.86
255.7,petrol,1113.3,1,0,non-vegetarian,7.4,4,366.09,natural gas,5.2,7.1
211.8,diesel,572.4,2,0,non-vegetarian,15.0,4,50.0,natural gas,11.1,5.19
288.3,diesel,1363.4,1,1,non-vegetarian,22.8,4,202.49,oil,1.5,8.64
276.7,diesel,749.7,2,1,non-vegetarian,7.6,4,514.14,natural gas,2.0,7.97
333.0,petrol,1068.5,0,0,vegetarian,22.4,1,219.77,electricity,9.5,9.01
209.2,petrol,1098.4,0,0,vegan,10.7,1,292.03,natural gas,5.2,9.47
228.4,petrol,549.0,3,1,pescatarian,12.0,5,281.49,electricity,0.5,5.08
171.7,petrol,0.0,0,1,non-vegetarian,18.1,3,135.79,electricity,5.4,4.49
214.5,none,0.0,2,0,non-vegetarian,17.5,2,286.71,electricity,4.3,5.27
280.2,diesel,828.9,2,1,non-vegetarian,14.5,1,268.72,electricity,3.5,11.42
310.6,petrol,1022.3,1,0,non-vegetarian,11.2,4,162.61,natural gas,12.9,6.38
176.2,electric,709.4,2,0,vegetarian,8.8,2,278.36,electricity,0.6,4.45
319.6,diesel,627.8,0,0,non-vegetarian,14.6,5,123.48,natural gas,4.0,5.17
358.5,petrol,1603.4,3,0,non-vegetarian,13.9,4,292.66,natural gas,6.6,8.44
283.1,hybrid,211.1,5,1,non-vegetarian,11.0,3,288.92,natural gas,1.3,6.36
400.1,hybrid,1093.6,3,1,non-vegetarian,13.7,2,595.91,electricity,9.6,10.19
188.1,diesel,570.2,1,1,non-vegetarian,16.3,5,179.98,oil,3.5,5.94
150.4,petrol,665.7,0,1,non-vegetarian,20.3,1,421.72,natural gas,2.4,12.0
